Character,唐Left_Entropy,唐Right_Entropy,宋Left_Entropy,宋Right_Entropy,元Left_Entropy,元Right_Entropy,明Left_Entropy,明Right_Entropy,清Left_Entropy,清Right_Entropy,CaiLeft_Entropy,CaiRight_Entropy
装,5.795498406581324,7.166878077660398,7.54805426856174,8.534312886214217,5.780928579193288,7.1040388724341375,6.829000912250022,8.607285463856854,7.266675240119331,8.201855162864124,7.042978838690525,7.301888820386638
伉,2.9705730958116843,3.5726236638951625,5.019060684834029,2.092292072846833,3.084962500721156,-0.0,5.197030984025827,1.2984856559447333,5.194309137239127,1.6213341066945957,0.9182958340544896,-0.0
众,8.624330120591047,6.980727225378963,9.63466699204672,7.946125897785138,8.743343325648425,7.171545418542682,9.589304382812708,7.553586332901188,9.431047198047578,7.578843950024627,4.14999085441037,7.030032449141531
痊,3.441446071165521,4.221928094887362,5.320482010391774,6.570421572766141,3.4677201004745,3.521640636343319,4.865297655137785,6.080274013734049,4.342682724753772,4.802554748467756,5.28351418995063,0.1609518847393981
渣,-0.0,-0.0,1.9219280948873625,0.7219280948873623,1.0,-0.0,4.660058196536774,1.5927915746360668,4.275414592002197,2.3686816089636555,3.0224203448420006,6.666646660667622
述,6.028804264379256,5.88895736430483,7.330089330256186,6.855964204586599,6.273624393922619,5.27806870984698,6.811125771351302,6.667203655866194,7.046029241840768,6.827955069228024,2.935996569442738,6.430468649775885
蒻,0.9182958340544896,1.584962500721156,3.6098226299657696,4.716394993308046,2.0,2.0,3.235926350629033,2.4066663167406888,3.7841837197791888,3.921928094887362,-0.0,1.0
司,7.79814908264359,4.122072951640464,8.575886582297224,5.54839103087516,7.606130981671319,6.840834832641133,8.45440410483128,5.3648574027349385,8.54534308262866,5.290540802832964,2.985799522285773,7.058716759711951
鸢,4.018027306642587,5.671027507652697,5.798313809132827,6.501414247255418,4.858449422566005,5.997747594577172,6.219994223497099,6.547064102666239,4.8976911448274985,6.276876366083571,3.3248629576173574,-0.0
钊,1.6644977792004614,2.5216406363433186,2.792481250360578,3.0220552088742,-0.0,-0.0,1.584962500721156,1.584962500721156,3.2166358261228485,4.892147223664533,-0.0,-0.0
疵,3.9641100086853855,4.830003789432444,5.037074254788287,6.529610093751717,3.915219559087282,4.578780557638897,4.236057612755155,6.10120956470983,3.726900231021446,5.370428748374724,0.9514647426322708,4.800495144080059
施,7.042802194671078,6.286686360610114,8.507523832407392,8.651506588027642,6.9799984223081095,7.808143864340589,8.238978636315872,8.821826127398671,7.897468100478,8.551805270964792,5.830973999341694,7.169910282825796
姨,3.363286923996055,3.6897037321995474,3.1145237188928734,5.947019083311769,2.528888442517197,4.396853998737204,4.154327790190233,6.324464618831061,3.520592359372761,6.474683264892883,2.925898228627056,5.898605266519748
缕,4.89659559986969,6.954109308146522,5.81344513578206,8.364352063929074,4.760563418549226,7.536632575625915,5.443725974693868,8.30809784992172,4.294046211609102,7.394992597259204,3.0779065530092056,4.688511444193593
稻,6.897250900601229,5.281032740276502,8.303798894504721,6.738841691935912,6.848117188757025,5.527109339868602,7.792043492486345,6.249996377432317,7.5798583606959875,6.300734862166167,4.726938705737739,1.5265383400917882
狒,2.9056390622295662,2.73345859334435,1.9219280948873625,1.9219280948873625,1.4591479170272448,1.4591479170272448,2.1556390622295662,2.1556390622295662,2.6635327548042547,2.481714572986073,2.980192216673568,3.5724056864368783
纵,8.639883968580282,5.827732699742579,9.742155530872278,6.502162958330117,8.76897386375177,5.781513728461193,9.622358367549785,5.948756565908558,9.666232790456052,6.579223870470566,5.130932646224769,5.464645378253086
矜,6.211701036653971,7.186856484953707,7.916754380024154,8.317354390525662,6.502972612634793,6.5198254563264495,7.5398126309261775,8.370653338687944,7.703046602272056,7.710970149127891,4.386425874087822,0.7412805706023055
践,6.061366938693701,6.8038727546029225,6.83232690934551,8.070287236535105,5.798359401418632,6.3235917910515225,7.127507142188245,7.754844808335201,7.040622784489411,7.310590800524164,3.313417722461212,4.814070392340665
坳,4.084962500721157,4.418295834054489,5.879038179600797,6.643385228223587,4.458918898701707,5.375,5.279586742443146,6.518644852711543,4.747781156791139,6.614604128769478,0.7219280948873623,2.321928094887362
介,5.758292164632146,5.819291263129148,7.625718975843292,7.677035688347652,5.865617210799624,5.535343834592986,7.856889571307734,7.421740423762679,7.049861794897887,7.370434848176189,5.066097312407636,2.079295624313221
筛,3.3927474104487847,3.3927474104487847,6.148795509342777,6.191439825786064,4.389898095464288,4.348394345536403,5.210981050336007,5.355069164929349,5.871351720195639,5.67930454190618,5.833867507320973,2.098914546078993
挛,3.3680424225727155,4.011365041826379,3.463104677019943,6.787539299981098,1.4966407621868585,3.625,3.077329049580826,5.22941692247546,2.912706495389939,4.869747126569303,0.2020123998499253,5.897723778019751
赧,2.25,2.25,4.843689246449807,4.836958909802164,3.625,3.5,4.545372163788729,4.499867762256291,4.221097250057956,4.309730554117184,-0.0,-0.0
物,7.020579861487815,8.757879487613103,7.530531075969697,8.948853832862078,7.405656951150042,8.334137452821356,7.843091180302073,8.673268851467913,7.428786538868605,8.916251389128288,5.410341153365911,7.878445222128526
溢,6.38167631575995,6.88333066680064,7.792584124028235,8.263343294778922,6.249154240232228,6.610467954301595,7.294460766297797,8.209644369261675,6.557653343881698,7.39026336462715,3.6431679325776423,4.91371934503303
谨,4.465945933079573,4.208924987016683,8.35882892341762,7.194036224467755,6.550768709788724,6.316192271594821,4.568036448637293,8.171425319723722,5.404240317081578,5.052060005638649,6.079412486621174,2.670115449600809
缔,3.4182958340544896,2.792481250360578,6.371913444124537,4.763753081287014,4.121928094887362,3.384183719779189,6.734434522181055,5.964861407323245,6.2153969936484526,5.133519956806087,4.193803733185462,2.695995165543155
筹,5.969096910791396,6.741754095155625,6.955615796246682,7.955347551991741,6.23384678021555,6.659582742285461,7.18592113014236,8.013239257181839,7.612520988368831,7.421724640066274,6.714478961302569,3.9565083598406514
奥,5.171373150231488,4.956379808112288,6.9639407756571865,7.170128046328282,5.910687595986919,6.366468820377324,6.529874532158124,6.590744727405815,6.92487514331218,6.645782372087419,7.659652353564514,6.360617652539309
合,7.553027526788678,9.15758516281271,8.913308891691612,9.561199951010298,8.055055608051061,8.83369046347958,8.808320564332707,9.405595483167293,8.644071394350393,9.186731459478787,6.70763850201063,6.6629863600453945
头,7.560643268641995,9.039860429630714,7.83314374246671,9.640193375397224,7.280369973243471,9.299453869880924,7.206553866390977,9.53745208078472,7.453696064683682,9.67402869565319,7.271489496978106,7.704927710294709
涣,4.318191812536309,4.842365271529332,6.26586974011919,5.922989910076023,3.8066062615341902,5.108793931365397,6.143022808935815,5.881750755600283,4.742611887061328,5.398623190409348,3.0565647621309537,0.5665095065529053
宴,7.250228828005306,8.036005419663564,8.482503433227176,8.004339717013831,7.562975114292932,7.436333601513773,7.880937847503524,8.15274964213697,7.376509944599416,8.244786673759362,4.988556608134388,4.796239414858689
拇,1.0,1.0,3.0219280948873624,4.121928094887362,1.9182958340544896,1.9182958340544896,2.6767370300521325,3.8230679822736606,3.999787719184873,3.387966321426351,4.146108934761576,0.3130544528241696
夫,6.619082836146245,7.50326860315818,7.3590822690366595,8.541979552175427,7.093161127552785,8.528693234579837,6.854605915222264,8.458022134910564,7.846040460617583,7.776796784600367,6.088375260792774,6.711098278692414
陂,6.087745542155711,7.117975439347073,7.637669825577215,7.942258524711147,6.190611579701997,5.737720456658084,7.235693815140193,7.469681014045301,6.596996131669015,5.70819407669653,-0.0,-0.0
珠,8.164066857765931,8.053104967473788,8.587981374111957,8.309736530397112,7.8847790418273,8.193696600548723,8.67322282799664,8.41765317852525,8.68990335125118,8.576061832616626,6.368793897734428,5.407398117230053
蚌,5.365303359518975,4.506091254141948,6.38550010604804,6.272258146190257,4.692262787571663,4.012668759923712,5.894722588582359,6.0580291243135935,4.863601903597868,5.885515892708612,4.030639062229566,4.04980087635729
膺,5.670351416501458,5.73682486694054,7.03738429868231,7.851145848008162,5.920139495102542,6.582210102828162,6.844790244742192,7.664533112418721,5.988882016915777,7.368775194665138,2.321928094887362,2.1609640474436813
绥,4.681880802803403,4.879506460812007,6.260837218268941,6.568711410881013,4.1761746300696405,5.13166338028599,6.446173440917045,6.950975886154165,5.978278724001541,6.246221007772021,1.584962500721156,1.584962500721156
音,7.040992694860709,7.879855232182802,7.180892781802142,9.06763070264432,6.772387676549214,8.47590666402805,7.432688199066562,8.981928296245826,7.314240560708303,8.765670228472201,5.6373684146142375,6.039630888454545
函,6.620569754150211,4.677636344231203,7.485443062719042,6.961493786987734,6.740069517715534,6.084801568049483,3.5809463355079245,4.07531939145178,6.540746707488664,7.71923474238539,3.403514918747823,5.922284541802463
餮,-0.0,-0.0,1.744538425915533,4.802915339393917,-0.0,2.584962500721156,0.2422921890824148,4.243856189774723,0.6837341973730318,5.050340709546388,-0.0,2.4056390622295662
鍊,6.953984249710432,4.829409935990611,6.367040102608967,7.001630895166412,6.445958556523011,4.750834963841534,4.623935082154294,7.451210143704119,6.0031692045299545,6.394580490281549,-0.0,-0.0
樯,5.612022638684203,6.326367867847915,6.055634392846288,7.48622983262381,4.873241938986405,6.585303732602967,4.865303239369688,7.92565801714977,5.427867082507078,7.568926744560778,-0.0,-0.0
一,9.1004392217201,8.884610238402793,8.960408932169463,9.072331479505872,9.1183135895157,8.855858330941466,8.937793478226222,9.020454132019832,9.523077748534355,9.06383632319216,7.480163572791474,5.892531198654685
煮,6.795652459859573,5.6719206260873145,8.446579146961119,6.976905207959836,7.419146107560435,5.534043004433194,8.138575419260672,6.2841046495149255,7.909990071094579,6.36430800936547,6.486748614450459,5.716792321622452
刷,5.535919021932847,4.3478452060353305,7.12822283949678,5.67398801291079,5.517804914780225,5.309101316131477,6.696656080032484,4.585956569923106,6.137964267148269,5.995422692331662,6.058320304676345,6.42390636165182
灯,7.564830815659999,7.606852434899932,8.218322449402704,7.814003167762454,7.657718369628489,7.078147579590744,8.24182507062185,7.745395517135857,8.26024753720906,7.856711514555713,6.550334388560429,6.790224924977696
北,8.651666507915651,7.875477447754114,8.919927260672592,7.919588095578012,8.556798944310872,7.581812251373525,9.143778132073502,7.717510929261328,8.845257267126094,8.208601536410631,6.696955419072062,5.930044943210872
抹,4.182426338601924,4.560804716980302,5.962173591172402,7.507879112842652,4.711796511714856,6.230552914331364,5.339493634443873,7.360480851937027,3.936220217337642,7.548086898952606,6.638902947323746,4.994024138860817
尾,6.2268813969220185,7.810890915751547,7.217188621542323,9.214061163465688,6.553719645419786,8.232834815669765,6.941439716094638,8.98132397725668,7.15978359180863,9.173092503500854,5.576844861296317,5.9599942106732335
讶,6.089915414700261,6.8565240528494416,5.671735432785825,8.357490803127627,5.622934970223997,7.064423705046674,6.343308806847859,8.868237393218799,7.15944406029825,8.246901325892562,0.1833300181437147,5.769618132896363
巍,4.66208493496112,4.212797294342609,6.514966407699887,5.506886696932551,5.544667058945981,5.000547398356629,5.134821890551826,7.020392242352867,5.865672671025923,5.370269356979627,3.077819531114783,2.75
恧,2.94770277922009,2.94770277922009,3.9155042747841753,5.225186429663006,2.584962500721156,2.584962500721156,4.915729886716717,5.303820395224832,4.207435516759525,4.786425874087821,-0.0,-0.0
慑,4.450212064914748,4.450212064914749,5.4996199790440015,6.386807286379027,4.03740119765411,4.03740119765411,5.810813349833589,6.206919233897007,5.657823458837513,5.625747582744554,2.646271792950966,3.808187265969805
琦,1.2516291673878228,2.584962500721156,0.6596287439798972,8.367002094461146,1.7639082099144197,8.11946592015862,3.681219734936135,6.531617277879209,1.9526581222030943,8.169286562095222,3.867713512576078,5.360838285027669
宗,6.5215200618810165,7.167783702831305,7.727965643825381,8.261146793923922,6.143475080014711,6.235149396742711,8.07478100090274,7.667967494009713,8.048073546746048,8.490224923158078,6.296239181756151,4.340776427332379
鹞,3.375,3.0,5.146904800686317,3.9039133962104575,2.9219280948873623,2.1609640474436813,5.216442958949999,4.140458787148931,4.305034469694647,3.9937750977139927,1.9219280948873625,1.9219280948873625
悟,6.711659121424245,7.121817673686524,7.931943731180175,8.357976534181764,7.217054905063968,7.684804274245234,7.863955319918067,8.147582445278655,7.829515578879851,7.825471434950145,4.257430873677853,5.193843244637423
赭,4.9435929523262025,3.820249637819269,7.141022794120802,4.90951469516262,5.245906598484248,5.199448571151658,6.876842824695276,6.179316084412353,6.601592037938923,6.205698918966337,1.584962500721156,1.584962500721156
武,8.156571124189576,6.70771043972705,8.009976883215744,7.736161922199147,7.890442943015129,7.309184969586641,8.579314240224729,7.650521660097182,8.133359005489346,7.724585670187122,6.8306435521221625,2.8495509921669986
霖,4.132327339612748,6.011476370553079,5.884816916110054,6.747025499457405,5.318402541354986,4.494125683011818,5.939609132148428,6.5113365865001445,4.709694691524645,7.752267717075232,0.8112781244591328,2.0
差,3.559950418764251,7.751054055742617,6.370903966812385,8.61751205031929,4.4042117815491935,8.024819100619428,4.955434178297347,8.712882692380147,6.197303220164888,8.143945668839105,6.999335064187091,4.306403475135108
巫,7.729044451144537,3.363774199753804,8.352651010998558,4.915172867266516,7.275025596413078,4.543802632352647,8.461936160008003,4.186900698399506,7.932027270666547,4.73175350260249,5.220997325536783,4.397122887358735
蹶,4.16429908806447,4.65057194545458,6.109249934476916,6.5938226380724405,4.469275042307375,4.98618892961493,5.793287386330924,6.7466841793485495,5.241804487241082,6.593352632708806,0.5860162306177332,0.5860162306177332
姣,-0.0,-0.0,4.487122805397797,3.3128556397077884,2.75,2.0,5.314975362543914,4.240200519922982,4.627986806877674,4.3847954873731325,2.2516291673878226,1.7924812503605778
辇,5.217332015378405,6.880970480124641,7.1632294172351685,6.470497239254772,5.854799908734371,5.525753031895614,6.5984936301656685,6.800066735642406,6.703821498370789,6.569014001818895,-0.0,-0.0
狼,5.476196333145708,5.944981391672077,6.996357933376421,5.985154165380753,5.900831167909367,6.568712144845166,6.709048527442145,7.05599117627807,7.10686047444723,6.266047389105789,6.550846400385677,6.570784436930531
腼,2.321928094887362,2.321928094887362,4.770741372780633,4.843802956139346,3.085055102756477,1.8919954870390203,5.471439344671013,4.14623918928347,5.224384189253333,3.5196687485976748,3.8138801593076006,-0.0
赓,4.315824333525708,1.7366454863733378,7.937247230894161,6.123861266038831,5.440717240363307,4.518423155345696,7.9497501106792114,5.777843136573999,6.932741864345794,6.393761142131725,-0.0,1.584962500721156
皲,-0.0,-0.0,4.3213862662293785,3.2137449231751445,2.725480556997868,2.5032583347756456,3.180832987205441,2.9689185639620974,3.7887549139935017,2.708098663501805,-0.0,-0.0
弄,8.2456271146489,7.674002775321257,8.931041564977187,8.068959270199755,7.8721244208073085,7.432614606627728,8.776571421136406,7.928113043625308,8.711486863716765,8.037189572740035,7.036736308120837,6.207764025197573
阂,3.121928094887362,3.121928094887362,3.2867901988271124,4.315824333525707,1.521928094887362,2.321928094887362,3.0385623360756298,3.503258334775645,3.084962500721156,2.9182958340544896,-0.0,4.686419411348775
铲,2.5,2.5,4.815382190853758,5.16924799278137,4.175735869100492,3.670968891951065,5.237451659049165,5.008916997937267,5.532781904484991,4.85370061296303,6.258850435857108,3.6557186089515694
丹,8.476526127344938,7.194055727681842,8.884663905336694,7.711207157957532,8.690901947815727,7.176575395137117,9.45768676780972,7.229054816473376,8.909314298201398,7.537851920464906,7.344001132320407,5.111687550364111
讨,5.851861034753206,5.337900178980767,6.22654407161256,7.612985764382504,5.69135947181482,5.722956103736718,6.091395122328472,7.293234888840107,5.9169642106210425,7.154783021414784,6.133145258095282,2.103417242381717
螽,2.251629167387823,0.9182958340544896,4.907682059586383,3.6074388510711617,2.5949066182439395,2.413088436425758,5.21117416942864,2.526149042375214,3.7678941476196233,2.382437340804587,-0.0,3.9976702764876113
悯,5.498499307625769,5.264063213848726,7.213044146616089,6.92923793981792,5.028077681166016,4.972897908749759,6.717036504061254,6.678274603469287,6.071572003754826,6.183424070710371,0.9185998725216842,5.507547010992548
湮,4.623516641218014,2.963468200497624,6.415994255454839,5.001457492382173,4.553651676264344,3.651379298284503,6.325367882188035,6.557435963930947,5.961914539671135,6.169092365668128,4.526495328097802,0.97366806454962
酥,4.635567080283493,4.533093313851709,7.048537066694932,7.6265048317180595,4.763965171861339,6.059305814020376,6.202996579299662,6.748604716583479,6.307972032134713,6.821535355772352,3.927227417364016,5.669672560182457
儡,-0.0,1.5,0.365645082152014,4.638461990011281,-0.0,3.682817315121022,0.6790394864316868,5.258006099906348,0.1762763024658582,5.554802523905437,-0.0,5.422059318318556
造,7.908789527862034,4.86130767231656,7.043618252310222,6.966216117251905,8.07472118617203,4.588852167689363,8.645822993516518,5.48177689120457,8.589088137651704,6.063777548732647,6.000798794620948,5.844216640602797
橹,3.76405911267412,5.613805516366421,6.352936045651543,6.49691483620817,5.064026125701,5.606102711549479,5.6774733810321925,6.818104133926704,5.823650729118996,6.552549281745646,1.584962500721156,1.584962500721156
蕈,1.9219280948873625,1.9219280948873625,4.646967661578215,5.0076601035393065,2.235926350629033,2.235926350629033,3.039148671903071,3.235926350629033,2.0,2.0,1.584962500721156,1.584962500721156
坞,5.657877636268614,6.688853434910838,6.200524002578723,8.446471017027537,5.296932497763491,6.954006694296227,5.701459788042097,8.221113923965923,5.762929529761225,7.697969045015773,0.3510103869021071,6.806853030198221
剑,7.995215487720687,8.37958882799687,8.304397790518879,8.687032757523674,7.78951895380978,8.118861284556456,7.945982674873657,8.848759170711805,7.8435777706427965,8.667261914695564,5.886435463976268,7.156310328315143
踪,6.103241725000965,6.923751561314251,6.690275443821833,7.499557722069194,6.116922022129935,6.759016653259539,6.760890932043528,7.563687494634445,6.312389090056056,7.455162698691014,2.211678809771628,6.01831658596448
牌,3.7841837197791888,4.121928094887362,5.903083303443474,7.015368205000808,3.760784558297852,4.382021446536747,4.570354071763207,6.638838200582298,4.91803789681765,6.785428589558045,6.493459133404055,7.458526917265684
玩,7.229011062133562,6.625187359080881,8.231077473337761,8.164785904389229,7.410437545552762,7.117820768866038,8.309815670684637,7.308897600482084,7.67592440488206,7.1357624308568814,5.948140701281523,5.629363145988629
吴,8.770658907376447,6.71344494527894,9.038208256869256,7.624793822193399,8.8208513086412,6.69188168185541,9.268054698410976,7.573544491900011,9.11341859241186,7.588062146237692,6.219251821829544,5.2971433318582015
死,7.860596760665272,8.290560876229168,8.362102578139611,8.814484022731122,7.991081651550265,8.252739318556118,8.305031221730523,8.71745223830637,8.35208141806831,8.86128334509156,7.033009657386176,5.596994824356715
醇,4.474952541517313,4.336019137621611,7.714743455183721,7.126042273588047,5.784051142100737,5.761128527608746,4.338890271703268,8.27531476764163,7.177032026713643,5.830690332901233,2.9076583894757024,6.81037538372149
度,7.705735515465207,8.645026565725692,8.133106222777155,9.38390973448272,7.432677875542162,8.799311293451362,7.641430835688991,9.371335842438342,7.045247462613182,9.392208673142768,6.160175839788948,7.740019607838219
获,6.624969207344621,6.56052575536419,7.919489507732913,8.267517851255752,6.482773492374933,6.934425741233701,7.651788302973583,8.031076499298841,7.467882399216228,8.05781654515729,7.105822615033443,3.944521692097867
带,8.276047811837856,8.257241761944734,8.740847480935704,8.783234703803648,8.125171944065498,8.135218157302623,8.717658993835549,8.681211002944085,8.353296266421903,8.6524493746524,7.294579444402422,5.945962450156385
甘,8.511606951515212,6.936658773706738,9.433583438843616,8.107866719305576,8.70681592387467,7.1286665496792,9.491415845183598,7.386029884839358,8.996263782745762,7.787410746452868,6.8941172939657145,5.64413374030434
钜,3.773557262275185,3.240223928941852,7.359664655994917,5.395361508452542,3.7382795918124128,3.3455043490862297,7.326557569228838,5.42133398315523,6.3800992497013045,5.464470963510446,-0.0,-0.0
漪,3.76734152716899,5.104800056777671,4.807856344576937,8.088084363284489,4.315436281666132,6.697648370918948,4.626759346573075,7.958943824422689,5.141027892379402,7.586728466278901,0.4394969869215134,4.004886164091841
机,6.831186371110388,8.288891917836489,7.852075635491813,8.889062902395738,6.685510159075199,8.61596483619822,7.300201419440046,8.856589903671763,7.261851002000178,8.74952765265575,6.526731967942667,6.503270063826956
尊,7.76192511851053,7.043175634576837,8.569437261411213,8.008738067029444,7.924323456824074,7.399998805304749,8.09056049312693,8.111771491120772,8.023673660198082,8.044208997671474,6.12404775366799,3.223761814952989
嶙,3.641604167868593,2.3244093931715555,6.1832140977965215,0.6237298060566641,5.31471801682134,0.3231690775068127,6.818282145055916,0.4431662719018328,6.39413885800985,0.9301450174154298,1.4345491399952024,0.3712323266408756
首,3.772722226932434,4.2878072249920525,3.829730159869508,4.093436588591997,3.8682344617185698,4.5848908431493385,3.974030763052646,4.74984714600456,4.411843189669272,5.530711165064302,6.591337452597829,5.03146281757529
戌,3.039148671903071,3.378783493486176,2.9507285442863385,6.129494621084305,2.3761607404151777,4.727949925214664,3.4076332146082304,5.913865374206045,3.406581104669118,6.261830007207529,1.0,1.0
争,8.804020197952624,7.981790139344316,9.623432070180918,8.71245582485056,8.752627045785344,8.14939411920602,9.313512787660386,8.7412596972079,9.528484068311258,9.051555405867438,4.8949733505011634,6.551008314090674
再,8.021440296418348,7.164669293947477,9.043583163840674,7.4516837475996835,8.093480625886636,6.999360872368806,9.068117608190644,7.840745084651608,8.851315220925038,7.810434704641169,6.822479154721895,6.759416637243422
压,7.389396918024118,7.495815695055384,8.45761280457492,8.569865520843749,7.270250736627417,7.625346585806926,8.033268711941187,8.394168219417189,8.294691706797908,8.46164013264486,6.999475894732499,5.118553209443524
菱,6.751517498976137,5.003574813824635,7.355628740722,5.013106735160793,5.491539945564323,4.368951893733638,6.973540192584214,5.3738464237765164,7.702965893586239,5.432952656525448,4.073329701949522,1.2703284092892515
褪,2.235926350629033,2.235926350629033,6.630398580176484,6.4795320096461095,4.560804716980303,4.408061893888323,6.29068626516794,6.326961534901727,6.359634492046054,7.0243859716169705,5.528080642302633,2.457344113627326
平,8.907669002573568,7.512947332635567,9.408657396153291,7.437715021975661,8.722880246818137,7.382766243719312,9.276445694643456,7.77212695278555,9.087403132581567,7.783996842408084,6.462946604481618,6.753989402881336
沤,3.226589656684234,5.071928094887362,4.628144856235486,7.276001358534086,4.3538980649947145,6.058778094311283,4.522655475410862,7.346305528286822,5.401238162781243,7.101801615719933,-0.0,-0.0
旅,7.926557875821524,6.421309029055867,7.304691691037484,7.890821771817902,6.069884569395411,7.597954873392049,8.313766811568296,7.3045451240521775,7.807841995258856,7.597044486731792,6.550731656884592,3.1548009048329995
哓,2.2516291673878226,2.2516291673878226,3.317328180345236,3.0531291412734887,2.3685225277282065,2.3685225277282065,3.5027045559808863,3.5027045559808863,3.850412998937419,3.6790441746305858,-0.0,-0.0
法,8.124174115644372,7.731124263539852,8.230089493179156,8.660276905281794,8.073385141886174,8.128347285123304,8.56390743370038,8.68917646106023,8.447720364291897,8.698753860122387,5.95342116226861,7.686631669190025
冈,5.95289722314147,6.941096531999153,6.964524570633619,8.469515840194807,5.922060842975025,7.769309510253093,7.20952882673677,8.595301563294667,6.88415491050458,8.110998251818524,4.369345268595303,6.282076967231486
裆,1.521928094887362,1.521928094887362,2.721928094887362,2.521928094887362,1.971747257128181,3.277613436819116,2.4095297855977624,5.393633608739077,2.33027469219006,4.280394654123196,2.085572156714267,4.247265168816457
叮,3.25,0.5435644431995964,6.100174639645494,1.1187400909865526,4.597276316262592,0.8453509366224365,6.231951597093464,0.9385636150682336,5.737375156585586,1.4219227012319722,5.961035819655452,4.347642658020821
嫂,3.783365363639711,4.461320140211008,4.434879058267133,5.93616836684202,4.228741830464624,4.932138039759376,4.725206470353905,5.984443703541444,5.190465517565956,6.519873312865426,3.72199282122432,2.9987819153865054
所,7.796352418118914,7.801907159005219,8.55034135965325,8.530674857741356,8.058482473317847,7.943630803986668,8.47322661649317,8.238703388759449,8.466951059840667,8.473931748806708,7.80482139187614,3.941376188468903
雾,7.101905246733166,7.975340209979786,7.634315536142341,8.737271391806997,6.7736118015896425,8.256803231474432,7.34708428541698,8.785755381423778,7.497042902744286,8.763897120914073,4.475691179846186,6.640494572788161
盏,4.138754770398308,6.627260958647199,5.2862777313370986,8.233668206172874,4.55483314406188,6.120594646180392,4.907719938887055,7.797774707788528,5.328887377946731,8.118995410120984,3.4568119045677275,3.6441167884378833
技,3.3927474104487847,3.085055102756477,6.52764443780963,6.925182482203795,5.664928880845444,5.563383292369107,6.414733024919884,7.4945683374517476,6.026288257082618,7.590129199309975,6.562228373331981,4.307849470381601
掉,6.380558683254619,5.0901670550600215,8.151236343508275,4.409244727866138,6.5773280330462205,4.30641653357409,7.611707542595648,4.334418979469342,7.707664840689543,4.338737547923604,6.7122338065482126,6.330365994800597
蹩,2.0,0.8112781244591328,3.481714572986072,2.181899057917561,2.4056390622295662,2.0,4.853055907333276,2.402007782600493,4.323161167392161,2.813051032754936,4.881422624969207,0.0982695998726443
催,7.358677499111457,8.016565837583277,8.687959852679414,8.404853663647886,7.916061961287956,7.684616445447528,8.501341949435586,8.588628467309459,8.66743566287078,7.954299135405063,6.722676348865945,3.632948677520631
唵,-0.0,-0.0,3.86599861327458,2.7134276696166637,0.0,0.0,2.2516291673878226,1.2516291673878228,0.9182958340544896,-0.0,-0.0,-0.0
忍,6.095554484024532,7.088041417086097,7.655703530158813,8.040797439640421,6.606325912871394,7.153692399275321,6.964931646992264,7.723308112777405,8.030551549614499,7.743315229257463,5.43387349668274,4.728407125377653
华,8.11554456255741,8.60717585668018,8.672500131461478,9.142019628844672,8.181562043067363,8.836947494401079,8.257210886994974,9.366384987675564,7.983934876685302,9.391386534026871,6.703790297978614,5.953308418977886
贾,7.986404625389196,3.680320278145447,8.774077873866558,6.760511346233126,7.597015218804021,6.136770670924971,8.230926607211211,6.431589849030563,8.032202455079467,6.7401703967109805,7.002180587038518,4.032119509135426
论,7.70040587639753,8.229602571405007,8.470303993419039,8.87090043646363,7.9162380841745,7.958683085075646,8.380706884364535,8.547473774732874,8.637007465748246,8.36049164619481,3.823311546755627,6.743019522765146
泰,6.742627113369995,6.177733704227765,8.085799496828729,6.863587235483895,6.094377333835776,6.807253506003582,8.2967702185897,6.592669580932435,7.75297054733569,6.3541729178111614,7.798613436782136,5.854618032058143
茨,1.396928094887362,6.0219280948873575,2.7089138179263306,8.045245966226418,2.1226903657956897,6.428349065792591,2.4092040223782027,7.959226141373006,2.91539428141101,6.517446152577167,5.304017004284195,7.176737920758745
汲,6.700484782392785,5.383130643332209,8.215954844111145,6.676511131909247,7.0084605541361,5.950526006950367,8.076059066452403,6.61894033793626,7.772986218165832,6.1617426821908206,4.047587085408895,1.3035409556804245
宵,5.645429860651151,8.069843797405596,5.780035985841262,8.677823669995004,5.816343055950663,7.879660282219893,6.393081099538185,8.80915615746041,6.290807975809324,8.702842838316824,4.131730146104957,5.356208916491842
谬,6.903723000494704,6.579839503504914,7.431153766699581,7.482162218291265,5.806269348336376,5.504319017769872,7.677814478512566,7.139735894416801,7.031789610394198,6.44526652017333,0.8019848687054082,4.381975178695259
央,1.2473236484950645,6.544827482564546,1.906650809539772,8.222289892513047,2.0735477199366708,7.031705965219427,1.5999322316504128,8.545447188079727,2.2830270626590545,7.636328571135793,0.6257458714348302,5.9813357128920766
刘,8.063454943813289,5.229177206891438,7.905587862621086,5.7872205697972845,7.713795748783816,4.763674520502854,8.470172874999369,6.770845112784251,8.654852050202727,7.720210962526734,6.810948611545102,3.2822408449531943
娇,7.821059090843244,7.215677648121633,7.738263370922781,7.674069433786788,7.492780652688939,7.229464974491239,8.473087010042287,7.761530595031836,8.035209775441258,8.126207311325793,5.893052807992194,4.530033898375005
艾,5.131078688646009,5.611216409709392,7.615118640814457,6.835449701302553,5.3433506643071045,6.3503642783877154,6.298581040911276,7.822005108101655,6.501438727801324,7.045317951560219,7.80713983635986,5.67670847232795
